file,url,status,words_before,words_after,diagnosis
2025-09-02-stp-encerra-projeto-reforma-sistema-eleitoral-prese.md,https://rstp.st/2025/09/02/stp-encerra-o-projeto-de-reforma-do-sistema-eleitoral-financiado-pela-uniao-europeia/,full,340,594,likely-summary
2025-09-04-fccpc-deon-digital-lending-regulations.md,https://www.vanguardngr.com/2025/09/fccpc-issues-regulations-to-tackle-digital-lending-abuses/,full,107,510,likely-summary
2025-09-04-paratus-launches-namibia-first-private-mobile-network-connectingafrica.md,https://www.connectingafrica.com/investment/paratus-launches-namibia-s-first-private-mobile-network,full,190,709,likely-summary
2025-09-09-arcep-crackdown-pirate-starlink-wifi-zones-actuniger.md,https://www.actuniger.com/societe/21307-niger-larcep-declare-la-guerre-aux-wifi-zones-pirates-utilisant-starlink.html,full,177,945,likely-summary
2025-09-10-1gov-cloud-galaxy-backbone.md,https://itweb.africa/article/nigerias-1gov-cloud-helps-reduce-reliance-on-foreign-digital-systems/WnpNgq21aogMVrGd,full,89,548,likely-summary
2025-09-15-digital-finance-sector-explosive-growth.md,https://techafricanews.com/2025/09/15/zimbabwes-digital-finance-sector-sees-explosive-growth-driven-by-government-reforms/,full,162,516,likely-summary
2025-09-15-starlink-halts-orders-congestion.md,https://techcabal.com/2025/09/15/starlink-halts-new-orders-in-lagos-abuja-over-congestion/,full,90,641,likely-summary
2025-09-17-ai-abuse-overshadows-namibia-e-signature-drive-itweb.md,https://itweb.africa/article/ai-abuse-overshadows-namibias-e-signature-drive/P3gQ2qGAR157nRD1,full,177,353,likely-summary
2025-09-17-anats-etat-civil-numerique-lancement.md,https://lendjampost.com/tchad-letat-civil-numerique-un-pas-decisif-dans-lidentification-des-citoyens/,full,367,791,likely-summary
2025-09-17-world-bank-ajuda-memoria-stp-digital-setembro-2025.md,https://documents1.worldbank.org/curated/en/099102025185177863/pdf/P177158-d0ebd79d-6646-4e92-b9ae-1183b632c15a.pdf,failed,638,0,ambiguous | extract too short | extract too short | extract too short
2025-09-19-hassan-sheikh-10m-passports-id-overhaul.md,https://www.hiiraan.com/news4/2025/Sept/202985/hassan_sheikh_says_10_million_somali_passports_issued_vows_overhaul_of_id_system.aspx,full,237,593,likely-summary
2025-09-19-techafricanews-interoperability-update.md,https://techafricanews.com/2025/09/19/senegal-advances-digital-governance-with-new-interoperability-platform/,full,133,318,likely-summary
2025-09-20-n-atlas-nigerian-llm-launch.md,https://www.wearetech.africa/en/fils-uk/news/tech/nigeria-launches-n-atlas-an-ai-language-model-in-yoruba-igbo-hausa-and-nigerian-english,full,104,607,likely-summary
2025-09-20-somalia-national-id-politics-of-proclamation.md,https://wardheernews.com/somalias-national-id-and-the-politics-of-proclamation/,full,273,1415,likely-summary
2025-09-22-mpesa-biggest-upgrade-decade-techcabal.md,https://techcabal.com/2025/09/22/m-pesa-core-upgrade-complete/,full,364,593,likely-summary
2025-09-22-nira-tighten-id-security-after-breach.md,https://www.biometricupdate.com/202509/uganda-to-tighten-biometric-id-database-security-after-data-breach-claims,full,242,1150,likely-summary
2025-09-23-government-urges-strengthen-cyber-security.md,https://www.thecitizen.co.tz/tanzania/news/national/government-urges-public-institutions-to-strengthen-cyber-security-systems-5203444,full,229,647,likely-summary
2025-09-23-namibia-expedites-data-centre-smart-city-development-itweb.md,https://itweb.africa/article/namibia-expedites-data-centre-smart-city-development/KWEBb7yLVARvmRjO,full,189,327,likely-summary
2025-09-24-astaanconnect-starlink-reseller.md,https://www.hiiraan.com/news4/2025/Sept/203052/astaanconnect_becomes_somalia_s_first_official_starlink_reseller.aspx,full,208,564,likely-summary
2025-09-25-national-ai-strategy-consultation-itweb.md,https://itweb.africa/article/malawi-initiates-dialogue-on-ai-strategy/WnpNgq21aa2MVrGd,full,142,231,likely-summary
2025-09-26-eswatini-national-ekyc-system.md,https://www.times.co.sz/business/readmore.php?bhsadjgfoh=Eswatini+embarks+on+national+e-KYC+system&bvhdgsj=Business+and+Economy&yiphi=1080,full,371,785,likely-summary
2025-09-26-eswatini-post-office-based-govt-payment-system.md,https://techafricanews.com/2025/09/26/eswatini-ministry-of-ict-unveils-post-office-based-government-service-payment-system/,full,150,293,likely-summary
2025-09-27-data-sharing-platform-2026-newtimes.md,https://www.newtimes.co.rw/article/30040/news/technology/govt-moves-ahead-with-data-sharing-platform-to-go-live-in-2026,failed,958,56,likely-verbatim | extract too short | extract too short | extract too short
2025-09-28-eswatini-payment-switch-explainer.md,https://www.times.co.sz/personal-finance/readmore.php?bhsadjgfoh=Eswatini+Payment+Switch+making+payments+faster%2C+easier&bvhdgsj=Personal+Finance&yiphi=408,full,472,703,likely-summary
2025-09-29-digitalbusiness-starlink-fai-vers-operateur-telecom.md,https://www.digitalbusiness.africa/internet-tchad-starlink-pourrait-passer-de-fai-a-operateur-telecom/,full,135,3107,likely-summary
2025-09-29-huawei-interest-digital-future-itweb.md,https://itweb.africa/article/huawei-expresses-interest-in-south-sudans-digital-future/nWJadMbNYGgMbjO1,full,200,325,likely-summary
2025-09-29-smart-zambia-starlink-moomba-chiefdom.md,https://techafricanews.com/2025/09/29/smart-zambia-brings-starlink-internet-to-remote-moomba-chiefdom/,full,136,313,likely-summary
2025-10-03-cyber-security-centre-cyberhub-itweb.md,https://itweb.africa/article/rwanda-unveils-cyber-security-centre-of-excellence/kLgB17ez2x4M59N4,full,329,398,likely-summary
2025-10-03-techafricanews-national-digital-council.md,https://techafricanews.com/2025/10/03/senegal-launches-national-digital-council-to-guide-digital-transformation/,full,147,414,likely-summary
2025-10-06-katsina-10bn-tech-hub-worldbank-bridge.md,https://www.wearetech.africa/en/fils-uk/news/public-management/nigeria-plans-10bln-tech-hub-in-katsina-to-anchor-national-digital-push,full,119,458,likely-summary
2025-10-07-eswatini-calls-for-collaboration-to-protect-cyber-space.md,https://itweb.africa/article/eswatini-calls-for-collaboration-to-protect-cyber-space/DZQ58vV8DV6MzXy2,full,269,345,likely-summary
2025-10-08-ncc-19000-fibre-cuts-eight-months.md,https://techcabal.com/2025/10/08/nigerias-telcos-hit-by-19000-fibre-cuts-in-eight-months/,full,98,715,likely-summary
2025-10-08-uganda-5-5bn-digital-project-cbdc-shilling.md,https://techcabal.com/2025/10/08/uganda-digital-infrastructure-karamoja/,full,181,938,likely-summary
2025-10-09-2400km-fiber-optic-network-techafricanews.md,https://techafricanews.com/2025/10/09/south-sudan-announces-2400-km-fiber-optic-network-to-strengthen-digital-infrastructure/,full,191,342,likely-summary
2025-10-09-nigeria-e-payments-256bn-cbn.md,https://itweb.africa/article/nigerian-e-payments-hit-256bn/WnxpE74YLgmMV8XL,full,95,281,likely-summary
2025-10-10-comesa-digital-retail-payments-platform.md,https://techcabal.com/2025/10/10/comesa-payment-system-trade-local-currencies/,full,250,669,ambiguous
2025-10-10-mtn-8-million-homes-fibre-2028.md,https://techafricanews.com/2025/10/10/mtn-nigeria-unveils-plan-to-connect-8-million-homes-with-fibre-network-by-2028/,full,74,302,likely-summary
2025-10-10-mzansixchange-launch.md,https://www.sanews.gov.za/south-africa/government-launches-mzansixchange-improve-evidence-based-policy,full,758,704,likely-verbatim
2025-10-10-nigeria-zimbabwe-farmer-digital-id.md,https://www.biometricupdate.com/202510/nigeria-zimbabwe-launch-new-farmer-digital-id-initiatives,full,254,1046,ambiguous
2025-10-10-nimc-nhia-digital-id-health-mou.md,https://techafricanews.com/2025/10/10/nigeria-signs-mou-to-integrate-digital-identity-into-national-health-system/,full,57,336,likely-summary
2025-10-10-nitda-digital-trustmark-initiative.md,https://techafricanews.com/2025/10/10/nigeria-launches-digital-trustmark-initiative-to-strengthen-online-safety-and-transparency/,full,67,344,likely-summary
2025-10-14-iebc-iris-identification-technology-nation.md,https://nation.africa/kenya/news/why-iebc-is-using-iris-identification-technology-5230162,full,647,1446,ambiguous | http 403
2025-10-15-gozem-money-entre-en-service.md,https://www.togofirst.com/fr/finance/1510-17308-mobile-money-au-togo-gozem-money-entre-en-service,full,161,1018,likely-summary
2025-10-15-mbaza-local-gov-platform-newtimes.md,https://www.newtimes.co.rw/article/30507/news/technology/govt-developing-new-digital-system-to-enhance-public-service-delivery,failed,185,60,likely-summary | extract too short | extract too short | extract too short
2025-10-15-trendsnafrica-tia-data-centers-strategy.md,https://trendsnafrica.com/tunisia-targets-data-centers-as-key-pillar-in-investment-strategy/,full,217,432,likely-summary
2025-10-16-somalia-internet-users-10-7-million.md,https://www.hiiraan.com/news4/2025/Oct/203323/somalia_s_internet_users_soar_to_10_7_million_as_starlink_and_digital_strategy_fuel_expansion.aspx,full,234,556,likely-summary
2025-10-17-government-enforces-data-privacy-laws.md,https://www.newsday.co.zw/local-news/article/200047300/government-enforces-data-privacy-laws,full,204,663,ambiguous
2025-10-22-digital-penetration-masterclass-telecomreview.md,https://www.telecomreviewafrica.com/articles/reports-and-coverage/13149-rwandas-masterclass-in-digital-penetration-a-use-case-for-african-counterparts/,full,488,584,likely-summary
2025-10-22-mtn-huawei-400g-800g-optical-network.md,https://techafricanews.com/2025/10/22/mtn-nigeria-and-huawei-launch-nations-first-400g-800g-hybrid-optical-network-in-lagos/,full,68,576,likely-summary
2025-10-22-ncc-23pct-rural-internet-access.md,https://www.vanguardngr.com/2025/10/only-23-of-rural-communities-have-internet-access-in-nigeria-ncc/,full,96,557,likely-summary
2025-10-27-enhanced-national-ids-dispatched-districts.md,https://www.newvision.co.ug/category/news/enhanced-national-ids-dispatched-to-districts-NV_221437_032026,full,199,833,ambiguous
2025-10-27-nrb-2025-2030-strategic-plan-sdg-16.9-biometricupdate.md,https://www.biometricupdate.com/202510/malawi-eyes-sdg-16-9-target-with-universal-legal-identity-blueprint,full,165,989,likely-summary
2025-10-27-togotech-lancement-startups.md,https://www.togofirst.com/fr/tic/2710-17412-a-lome-lancement-officiel-de-togotech-la-synergie-nationale-des-startups-du-numerique,full,253,1165,likely-summary
2025-10-28-libigpt-first-generative-ai-launched-libyaherald.md,https://libyaherald.com/2025/10/libyas-first-ai-system-libigpt-launched-in-presence-of-minister-of-economy-and-trade,full,46,605,likely-summary
2025-10-30-digital-fdi-report-techafricanews.md,https://techafricanews.com/2025/10/30/rwanda-unveils-strategic-digital-fdi-report-to-drive-investment-in-cloud-fintech-and-data-infrastructure/,full,442,616,ambiguous
2025-10-30-national-ai-strategy-2025-2030-published-libyaherald.md,https://libyaherald.com/2025/10/general-information-authority-makes-its-national-strategy-for-artificial-intelligence-2025-2030-publicly-available,full,104,668,likely-summary
2025-11-01-planning-ministry-ai-cybersecurity-institute-alwasat.md,https://alwasat.ly/news/libya/496687,full,94,770,likely-summary
2025-11-03-3000-jeunes-formes-reflexes-numeriques.md,https://www.togofirst.com/fr/formation/0311-17461-protection-des-donnees-3000-jeunes-togolais-formes-aux-bons-reflexes-numeriques,full,218,1006,likely-summary
2025-11-03-sec-cbn-efcc-freeze-illicit-wallets.md,https://www.vanguardngr.com/2025/11/sec-cbn-efcc-partner-to-track-freeze-illicit-digital-wallets-2/,full,109,471,likely-summary
2025-11-03-zawya-tunisie-telecom-medusa-landing-bizerte.md,https://www.zawya.com/en/economy/north-africa/tunisie-telecom-announces-landing-of-medusa-submarine-cable-in-bizerte-uuoux8vs,failed,289,,likely-summary | http 400 | http 400 | http 400
2025-11-05-govt-data-exchange-estonia-xroad.md,https://www.biometricupdate.com/202511/south-africa-trials-govt-data-exchange-platform-modeled-after-estonias-x-road,full,608,970,likely-verbatim
2025-11-06-mikashboks-ecobank-financial-inclusion.md,https://sierraleoneconcordtimes.com/mikashboks-and-ecobank-partner-to-deepen-financial-inclusion-in-sierra-leone/,failed,246,,ambiguous | http 503 | http 503 | http 503
2025-11-07-nibss-national-payment-stack-first-transaction.md,https://www.thisdaylive.com/2025/11/10/nibss-executes-first-transaction-on-national-payment-stack/,full,101,602,likely-summary
2025-11-07-nrd-seychelles-eodb-portal.md,https://www.nrdcompanies.com/insights/seychelles-selects-nrd-companies-to-develop-new-ease-of-doing-business-portal-to-transform-investment-landscape/,full,175,1504,likely-summary
2025-11-10-digital-economy-egovernance-bill-nitda.md,https://techcabal.com/2025/11/11/nigerias-digital-economy-bill-hands-sweeping-powers-to-nitda/,full,115,1646,likely-summary
2025-11-10-equinix-lg3-22m-lagos-data-centre.md,https://techcabal.com/2025/11/10/equinix-to-build-22-million-data-centre-in-lagos/,full,116,792,likely-summary
2025-11-10-infocom-atia-reform-whitepaper.md,https://www.infocom.sc/wp-content/uploads/ATIA-Updated-Whitepaper-10.11.2025.pdf,failed,201,0,likely-summary | extract too short | extract too short | extract too short
2025-11-10-teraco-ct2-50mw-cape-town.md,https://techafricanews.com/2025/11/10/teraco-expands-cape-town-ct2-data-centre-to-50mw-boosting-africas-hyperscale-capacity/,full,658,628,ambiguous
2025-11-10-tnm-30-years-ai-labs-times.md,https://times.mw/tnm-turns-30-sets-ambitious-plans/,full,120,405,likely-summary
2025-11-11-ncc-end-pre-registered-sim-regulations.md,https://www.vanguardngr.com/2025/11/ncc-moves-to-end-pre-registered-sim-cards-tighten-telecom-regulations/,full,89,334,likely-summary
2025-11-12-tanzania-kilimanjaro-one-submarine-cable.md,https://dailynews.co.tz/tanzania-unveils-kilimanjaro-one-submarine-cable-system-to-connect-mauritius/,full,211,468,likely-summary
2025-11-12-ura-shift-from-tin-to-nin.md,https://nilepost.co.ug/business/301709/ura-announces-historic-shift-from-tin-to-nin,full,209,571,likely-summary
2025-11-13-data-breaches-surge-40-percent.md,https://www.citizen.co.za/news/sa-data-breaches-surge-40-as-regulator-warns-of-cybersecurity-shortfalls/,kept,959,723,likely-verbatim | stored longer (959)
2025-11-13-inside-eswatini-tackling-big-payments-challenges.md,https://techcabal.com/2025/11/13/how-a-small-country-is-tackling-big-payments-challenges/,full,222,1477,likely-summary
2025-11-13-rbz-digital-transformation-fintech-department.md,https://technomag.co.zw/rbz-unveils-dedicated-department-for-digital-transformation-and-fintech-innovation/,full,181,629,likely-summary
2025-11-14-govt-upgrade-procurement-portal-oc4ids.md,https://www.newvision.co.ug/category/business/why-govt-is-moving-to-upgrade-procurement-por-NV_222664_022026,full,153,1053,likely-summary
2025-11-16-egypt-data-sovereignty-pdpc-cairo-ict-ahram.md,https://gate.ahram.org.eg/News/5335073.aspx,failed,115,13,likely-summary | TimeoutError | extract too short | extract too short
2025-11-16-eswatini-enters-africa-instant-payments-revolution.md,https://times.co.sz/business/readmore.php?bhsadjgfoh=Eswatini+enters+Africa%E2%80%99s+instant+payments+revolution&bvhdgsj=Business+and+Economy&yiphi=1830,full,237,1388,likely-summary
2025-11-17-cbe-meeza-instapay-wallets-inclusion-pafix-ahram.md,https://gate.ahram.org.eg/News/5335311.aspx,failed,154,20,likely-summary | TimeoutError | http 522 | extract too short
2025-11-17-hackers-government-websites-presidency-nation.md,https://nation.africa/kenya/news/hackers-target-several-government-websites-temporarily-take-over-presidency-portal-5267412,full,492,712,likely-verbatim | http 403
2025-11-17-natca-guinea-free-roaming.md,https://natca.gov.sl/2025/11/17/the-republic-of-sierra-leone-signs-free-roaming-agreement-with-republic-of-guinea-to-ease-cross-border-connectivity/,full,184,667,likely-summary
2025-11-17-trans-sahara-fibre-backbone-1031km-tier3-datacentre-lesahel.md,https://www.lesahel.org/projet-de-la-dorsale-transsaharienne-a-fibre-optique-un-levier-essentiel-pour-le-desenclavement-numerique-du-niger/,full,327,772,likely-summary
2025-11-18-cbe-prioritises-broader-digital-ecosystem.md,https://www.times.co.sz/business/readmore.php?bhsadjgfoh=CBE+prioritises+broader+digital+ecosystem&bvhdgsj=Business+and+Economy&yiphi=1848,full,428,1065,likely-verbatim
2025-11-18-govt-inclusive-ai-curriculum-learners.md,https://www.newvision.co.ug/category/education/govt-moves-to-introduce-inclusive-ai-curricul-NV_222850_032026,full,159,646,likely-summary
2025-11-18-smart-africa-ai-dpi-initiatives-single-market.md,https://www.biometricupdate.com/202511/major-ai-dpi-initiatives-to-support-africa-single-digital-market-unveiled,full,318,1384,ambiguous
2025-11-19-nbm-ictam-innovation-jam-ai-malawi24.md,https://malawi24.com/2025/11/19/k75-5-to-helpm-malawian-young-innovators-turn-ideas-into-thriving-solutions/,full,135,469,likely-summary
2025-11-20-digital-rights-ignorance-feature-radiotamazuj.md,https://www.radiotamazuj.org/en/news/article/feature-digital-rights-ignorance-puts-south-sudanese-at-risk,full,221,1282,likely-summary
2025-11-20-nigeria-ai-bill-control-innovation.md,https://techcabal.com/2025/11/20/nigerias-ai-bill-puts-control-first-but-at-what-cost-to-innovation/,full,111,1683,likely-summary
2025-11-21-namibia-cabinet-approves-cyber-crime-proposals-itweb.md,https://itweb.africa/article/namibia-cabinet-approves-fresh-proposals-to-combat-cyber-crime/5yONPvEraz37XWrb,full,152,303,likely-summary
2025-11-21-techafricanews-fusepay-cheques.md,https://techafricanews.com/2025/11/21/seychelles-embraces-digital-revolution-as-fusepay-ushers-out-paper-cheques/,full,159,607,likely-summary
2025-11-22-esccom-issues-ai-warning-on-deep-fakes.md,https://times.co.sz/news/readmore.php?bhsadjgfoh=ESCCOM+issues+AI+warning+on+deep+fakes&bvhdgsj=News&yiphi=1904,full,405,972,likely-verbatim
2025-11-23-watunza-taarifa-cloud-storage.md,https://www.mwananchi.co.tz/mw/habari/kitaifa/watunza-taarifa-watakiwa-kuwekeza-mifumo-ya-teknolojia-kama-cloud-storage-5274324,full,193,700,likely-summary
2025-11-25-57m-digital-id-progress-biometricupdate.md,https://www.biometricupdate.com/202511/rwanda-notes-progress-with-57m-digital-id-system-to-launch-next-year,full,404,927,likely-summary
2025-11-25-bayobab-15yr-fibre-licence-techafricanews.md,https://techafricanews.com/2025/11/25/mtn-digital-infrastructure-secures-15-year-license-to-expand-fibre-network-in-south-sudan/,full,198,407,likely-summary
2025-11-25-namibia-partners-with-banks-to-combat-fraud-itweb.md,https://itweb.africa/article/namibia-partners-with-banks-to-combat-fraud/Olx4zMka1eyv56km,full,150,265,likely-summary
2025-11-26-cybercrime-bill-passed-techafricanews.md,https://techafricanews.com/2025/11/26/south-sudan-takes-major-step-against-cybercrime-with-new-bill/,full,184,331,likely-summary
2025-11-26-safaricom-daraja-30-api-itweb.md,https://itweb.africa/article/safaricom-unveils-daraja-30-as-m-pesa-api-transactions-surge/j5alrvQALGEvpYQk,full,289,336,ambiguous
2025-11-26-somalia-national-id-issuance-reaches-1m.md,https://www.biometricupdate.com/202511/somalia-to-integrate-more-govt-services-with-national-id-as-issuance-reaches-1m,full,190,1030,likely-summary
2025-11-27-dabafinance-fusepay-preseed.md,https://dabafinance.com/en/news/fusepay-rolls-out-b2b-payments-platform,full,176,582,likely-summary
2025-11-27-editorial-high-mobile-data-cost-onecitizendaily.md,https://www.onecitizendaily.com/index.php/2025/11/27/41522/,full,200,428,likely-summary
2025-11-27-waliofukuzwa-vyeti-feki-kupata-nida.md,https://www.mwananchi.co.tz/mw/habari/kitaifa/waliofukuzwa-kwa-vyeti-feki-kupata-nida-5279344,full,176,704,likely-summary
2025-11-28-google-n3bn-ai-training-programme.md,https://www.vanguardngr.com/2025/11/google-launches-n3bn-programme-to-train-nigerians-on-ai-digital-safety/,full,98,599,likely-summary
2025-11-29-orange-bo-data-centre-opening-statehouse.md,https://statehouse.gov.sl/2025/11/29/sierra-leones-president-julius-maada-bio-opens-orange-sierra-leone-data-centre-reaffirms-governments-commitment-to-enabling-private-investment/,full,222,727,likely-summary | http 503
2025-12-01-2africa-boosts-egypt-digital-exports-internet-costs-ahram.md,https://english.ahram.org.eg/NewsContentP/3/562063/Business/Africa-cable-boosts-Egypt-digital-exports-amid-ris.aspx,failed,166,,likely-summary | http 403 | http 403 | http 403
2025-12-01-gitoc-behind-the-blockchain-crypto-criminal-capture-globalinitiative.md,https://globalinitiative.net/wp-content/uploads/2025/12/Behind-the-blockchain-Cryptocurrency-and-criminal-capture-in-the-Central-African-Republic-Central-Africa-Observatory-on-Organized-Crime-and-Violence-December-2025.pdf,failed,654,0,likely-summary | extract too short | extract too short | extract too short
2025-12-02-orange-bo-datacenter-figures-wearetech.md,https://www.wearetech.africa/en/fils-uk/news/telecom/orange-sierra-leone-opens-new-datacenter-to-expand-telecom-network-availability,full,198,572,likely-summary
2025-12-05-farmer-data-interoperability-nagdi-dpi-times.md,https://times.mw/connecting-farmer-data/,full,176,891,likely-summary
2025-12-05-fintech-to-reduce-cash-reliance.md,https://www.times.co.sz/business/readmore.php?bhsadjgfoh=FinTech+to+reduce+cash+reliance&bvhdgsj=Business+and+Economy&yiphi=2077,full,336,805,likely-summary
2025-12-05-govt-signals-social-media-clampdown-elections.md,https://nilepost.co.ug/2026-election-watch/308490/govt-signals-social-media-clampdown-as-january-elections-near,full,195,635,likely-summary
2025-12-07-fintech-strategy-to-transform-eswatini-digital-future.md,https://www.times.co.sz/business/readmore.php?bhsadjgfoh=FinTech+Strategy+to+transform+Eswatini%E2%80%99s+digital+future&bvhdgsj=Business+and+Economy&yiphi=2100,full,355,1153,likely-verbatim
2025-12-08-data-centre-capacity-400mw-2030-verraki.md,https://techcabal.com/2025/12/08/nigerias-data-centre-capacity-set-to-explode-6x-to-400mw-by-2030-adding-us17m-to-economic-growth-per-us10m-project-and-positioning-country-as-west-africas-digital-gateway/,full,126,875,likely-summary
2025-12-08-mauritius-telecom-connect-strategy-launch-techafricanews.md,https://techafricanews.com/2025/12/08/mauritius-telecom-expands-fibre-ai-and-financial-services-across-region/,full,146,330,likely-summary
2025-12-11-starlink-begins-service-stp.md,https://spaceinafrica.com/2025/12/11/starlink-begins-service-in-sao-tome-and-principe/,full,265,293,likely-summary
2025-12-11-vuka-africa-prosecuted-data-breach-pdpo.md,https://www.newvision.co.ug/category/news/kampala-data-collection-company-prosecuted-ov-NV_224311_032026,full,235,887,likely-summary
2025-12-12-eu-45m-nigeria-digital-package.md,https://techafricanews.com/2025/12/12/eu-announces-e45m-investment-to-boost-nigerias-connectivity-and-digital-services/,full,76,389,likely-summary
2025-12-12-malatsi-directive-bypass-icasa-bee-starlink.md,https://www.dailymaverick.co.za/article/2025-12-12-malatsi-issues-directive-to-bypass-icasacasa-bee-deadlock-and-clear-starlink-for/,full,682,676,likely-verbatim
2025-12-12-mtn-25pct-tariff-cut-laws-techafricanews.md,https://techafricanews.com/2025/12/12/south-sudans-ict-ministry-commends-mtn-for-25-tariff-reduction-urges-further-cuts/,full,181,358,likely-summary
2025-12-12-sa-eases-ownership-rules-starlink.md,https://www.reuters.com/world/africa/south-africa-eases-ownership-rules-opening-door-starlink-other-foreign-operators-2025-12-12/,failed,127,,likely-summary | http 401 | http 401 | http 401
2025-12-15-cbl-formalizes-iips-agreements-observer.md,https://www.liberianobserver.com/news/cbl-formalizes-iips-operations-with-mobile-money-orange-money/article_d267da59-fe4e-4b5e-aafc-bf67a0424ecb.html,full,331,777,likely-summary | http 429
2025-12-16-liberia-launches-iips-techafricanews.md,https://techafricanews.com/2025/12/16/liberia-launches-inclusive-instant-payment-system-to-enable-real-time-transfers/,full,243,558,likely-summary
2025-12-16-tchadinfos-atelier-cartographie-fibre-artac-uit.md,https://tchadinfos.com/2025/12/16/ndjamena-accueille-latelier-regional-sur-la-cartographie-des-infrastructures-de-fibre-optique/,full,303,503,likely-summary
2025-12-19-egypt-startup-ecosystem-2025-charter-techcabal.md,https://techcabal.com/2025/12/19/how-egypts-startup-ecosystem-fared-in-2025/,full,135,1109,likely-summary
2025-12-19-smart-africa-ascend-sadx-pilot.md,https://techafricanews.com/2025/12/19/smart-africa-partners-ascend-digital-solutions-to-pilot-cross-border-data-exchange-platform/,full,201,331,likely-summary
2025-12-21-egypt-world-bank-gtmi-22nd-group-a-ahram.md,https://gate.ahram.org.eg/News/5356100.aspx,failed,141,15,likely-summary | extract too short | extract too short | extract too short
2025-12-21-fibre-optique-moyen-chari-pmice-sarh.md,https://lendjampost.com/inauguration-de-la-fibre-optique-au-moyen-chari-un-pas-vers-la-modernisation-numerique/,full,255,677,likely-summary
2025-12-23-army-warns-starlink-ura-restricts-imports.md,https://www.newvision.co.ug/category/news/army-warns-against-starlink-internet-as-ura-r-NV_225064_052026,full,185,514,likely-summary
2025-12-23-gazette-nisti-act.md,https://www.gazette.sc/sites/default/files/2025-12/Act%2024%202025%20-%20National%20Institute%20of%20Science%20Technology%20and%20Innovation%20Act.pdf,failed,204,0,likely-summary | extract too short | extract too short | extract too short
2025-12-23-siips-nigeria-instant-payments-2tn.md,https://www.vanguardngr.com/2025/12/nigeria-leads-as-africas-instant-payment-transactions-hit-2tn-siips/,full,99,516,likely-summary
2025-12-25-malipo-ya-kielektroniki-muhimu-uchumi.md,https://www.mwananchi.co.tz/mw/habari/biashara/malipo-ya-kielektroniki-yalivyo-muhimu-kwa-uchumi-wa-nchi--5308106,full,197,1223,likely-summary
2025-12-26-afriqueitnews-parlement-cadre-juridique-communications.md,https://afriqueitnews.com/tech-media/tchad-parlement-modernise-cadre-juridique-communications-electroniques/,full,270,1221,likely-summary | http 403
2025-12-26-how-dpi-accelerate-africas-single-market.md,https://www.biometricupdate.com/202512/how-dpi-can-accelerate-africas-push-for-a-single-market,full,247,2981,ambiguous
2025-12-29-nida-yazindua-namba-ya-bure-sms.md,https://www.mwananchi.co.tz/mw/uchaguzi/nida-yazindua-namba-ya-bure-kufuatilia-taarifa-za-vitambulisho-vya-taifa-kwa-sms-5311686,full,195,471,likely-summary
2025-12-29-over-13-3m-national-ids-renewed-extension.md,https://www.newvision.co.ug/category/news/over-133-million-national-ids-renewed-as-nira-NV_225365_062026,full,223,739,likely-summary
2025-12-30-nala-receives-uganda-payment-licenses.md,https://www.wearetech.africa/en/fils-uk/brief/brief-simple/tanzanian-fintech-nala-receives-uganda-payment-service-system-licenses,full,56,196,likely-summary
2025-12-31-rose-belle-tier-iv-data-centre-national-strategy-lexpress.md,https://lexpress.mu/node/552966,failed,190,,likely-summary | http 403 | http 403 | http 403
2025-12-31-starlink-biometric-66000-subscribers.md,https://techcabal.com/2025/12/31/starlink-new-biometric-update-for-nigerians/,full,102,690,likely-summary
2026-01-01-petroleum-dealers-etims-fuel-nation.md,https://nation.africa/kenya/business/petroleum-dealers-protest-state-order-on-etims-use-at-fuel-stations-5313772,full,666,899,likely-verbatim | http 403
2026-01-02-attorney-general-civil-registry-id-fraud-crackdown-libyaherald.md,https://libyaherald.com/2026/01/61-false-family-records-225-national-id-nos-and-libyan-passports-suspended-legal-proceedings-against-civil-registry-office-conspirators-initiated,full,140,486,likely-summary
2026-01-02-digital-egypt-210-services-10-7m-users-ahram.md,https://gate.ahram.org.eg/News/5452906.aspx,failed,122,14,likely-summary | extract too short | extract too short | extract too short
2026-01-04-the-absent-agenda-eswatini-digital-imperative.md,https://independentnews.co.sz/38043/opinion/columns/the-absent-agenda-eswatinis-digital-imperative-and-the-prime-ministers-year-end-address/,full,387,2115,likely-summary
2026-01-05-rural-connectivity-child-online-safety-2026-onecitizendaily.md,https://www.onecitizendaily.com/index.php/2026/01/05/south-sudan-targets-rural-connectivity-child-online-safety-in-2026-digital-transformation-push/,full,208,877,likely-summary
2026-01-05-techafricanews-sonatel-99-satellite.md,https://techafricanews.com/2026/01/05/sonatel-orange-achieves-99-coverage-in-senegal-with-new-satellite-internet-offerings/,full,149,417,likely-summary
2026-01-06-tanzania-legislative-framework-infant-id-registration.md,https://www.biometricupdate.com/202601/tanzania-working-on-legislative-framework-for-infant-id-registration,full,195,1002,likely-summary
2026-01-07-airtel-nzeru-fund-stem-scholarships-malawi24.md,https://malawi24.com/2026/01/07/airtel-bets-on-malawis-digital-future-with-new-stem-scholarships/,full,156,429,likely-summary
2026-01-07-kenya-tech-future-no-longer-nairobi-techcabal.md,https://techcabal.com/2026/01/07/kenya-tech-future-nairobi-monopoly/,full,576,844,likely-summary
